ID,Tweet,Sentiment
261,"""El depredador de redes sociales"" Una nueva victima se atrevio a exponer su caso de abuso, por parte de alias gonotaser. Ayer fue condenado a 12 años y 6 meses de prision, sin embargo la Fiscalia adelanta investigaciones de 5 abusos mas.",2
262,Y ahora me dicen que se dejaron robar la bicicleta de mi hijo NO PUES QUE CHIMBA DE SEMANA https://t.co/6Ba8J1cvlH,2
263,Mujer denuncia agresiones y le pide al colegio que resuelva la situacion,4
264,(Imagenes) Marcha de recicladores se toma el norte de Bogota https://t.co/9gouuDWgDK https://t.co/2Rw4yErs87,3
265,Intento de hurto en puente peatonal Una mujer se salvo gracias a la reaccion oportuna de las autoridades. La victima alcanzo a ver que venia una patrulla de Policia que acciono su protocolo de manera inmediata para ayudar a la mujer. @EdixonRuizV #ArribaBogota @Citytv https://t.co/0qcxk9oCWd,4
266,"@secredistmujer @Bogota @ClaudiaLopez 2/6 Unas 400 obreras de la Compañia Antioqueña de Tejidos, el principal emporio textil del pais, se unieron para protestar contra la desigualdad en los salarios, las extensas jornadas, los malos tratos y el acoso sexual por parte de los supervisores.",4
267,@RedMasNoticias @Bogota @foreronoticias Ojala el vandalismo no las acabe .. protejamos el Centro,4
268,Hoy en la Bogota Noctambula *Nuevo motin y batalla campal en centro de detencion para menores delincuentes @PoliciaBogota evito fuga masiva @ICBFColombia *En Cajica conductor arrollo a dos ciudadanos y escapo * Captura por porte ilegal en Usme @ArribaBogota  @Citytv @ELTIEMPO https://t.co/sf9QBpjjyK,2
269,"@QuinteroCalle Señor Alcalde y usted cree que permitiendo la entrada del Esmad a las universidades no se va a producir mas violencia, ademas de los daños que se van a ocasionar protesta tras protesta. O cuantos emcapuchados han capturado?",3
270,"Durante 4 meses, realizaremos las actividades de mantenimiento rutinario vial de la Carrera 77H entre Calles 52A Sur  y 55 Sur en la localidad de Kennedy. Este trabajo mejorara la calidad de vida de los habitantes y conductores de la zona, optimizando la movilidad del sector. https://t.co/crpJKhh6Sg",5
271,@NoticiasCaracol Huy no seamos weys Toco irme a otros lados de Colombia bogota no es seguro,2
272,"""El problema de Bogota no son las marchas, son los vandalos"". Se pasa de descarada, @ClaudiaLopez",3
273,"Sabian que en febrero 20 mujeres, niñas, jovenes y adultas, fueron victimas de femenicidio? Los mainstream ni sus reporteros informaron de esto. Asi como callaron otros temas. Un trabajo de @cerosetenta @NataliaArenas1 #RecomiendoLeer https://t.co/ub0QqXvAZT https://t.co/1FeyFLhdpF",2
274,"Los desafios del Gobierno y los gremios para frenar el desempleo rural https://t.co/aG1pkefGyE como lo frenan, si parques nacionales, ley de paramos y zonas protegidas, los estan desplazando, intimidando y quitandoles sus tierras?",2
275,"@CMILANOTICIA @TransMilenio Vandalismo y anarquia un atentado contra la ciudad. Falta de valores y alma de bandidos,propio de rolos.",2
276,"Frente al abuso de poder, denunciar, denunciar, denunciar y denunciar. En el peor de los casos el abusador queda en evidencia y se siente vigilado, asi la Justicia no actue. La denuncia publica es un buen muro de contencion para el abuso.",4
277,"La policia deberia extender su presencia en ese puente 134 con autopista, si saben que es frecuente los robos alli, no limitarse a enterarse, que despues de que se van ellos, los ladrones llegan a atracar. @PoliciaBogota @Bogota @TransitoPolicia @GobiernoBTA  @ClaudiaLopez",4
278,"July Valentina Gil Barrera tenia 22 años. El 17 de febrero un vendedor ambulante encontro su cuerpo semidesnudo y con señales de violencia en un caño que divide las localidades de Puente Aranda y Kennedy, en Bogota. https://t.co/KOx3SXqPkL",2
279,#NiUnaMas Planton en defensa de los derechos a la vida para las #Mujeres luego de cumplirse dos meses del Feminicidio de Loren en el barrio Gustavo Restrepo en la localidad 18 de #Bogota https://t.co/03JEw0NgFs,4
280,"Dramatico robo en el Parque de la Caña, hombres armados hurtan $ 60 millones https://t.co/rIoSQXULaV",3
281,"@Giovanman @lafm Construyendo sobre lo construido: ""todo bien, llevese el celular pero dejeme la sim"", ""llevese la billetera pero dejeme la cedula"" , ""roben a la ciudad 30 billones pero dejenme un pedazo de metro""",3
282,.@CVillaloboss se quebro al denunciar grave caso maltrato animal https://t.co/E4yHyKg5vx,3
283,"Las cifras de la Personeria de Bogota indican que no se puede estigmatizar a la poblacion de migrantes venezolanos, del 100% de todos los que residen en el pais, solo el 0,09% han sido capturados cometiendo delitos. https://t.co/VLgONiTO7O",3
284,"@EmelRojasC Esta terrible y otra vez entre la 150 y calle 146 entre Mazuren y victoria norte estan atracando y robando celulares todos los dias mi madre fue victima hace una semana, el año pasado la policia desarticulo una banda que tenia azotada el sector pero esta regreso multiplicada.",2
285,"@TransMilenio @felipe_ramir Nosotros los invitamos a que piensen en los sitp, en el deterioro de los antiguos transmi, en la manera tan facil de robar hay vulnerabilidades en todo! en los 30min que hay que esperar un servicio y en la razon de porque pagando 2500 todo esta mal.",3
286,"@NoticiasCaracol @ClaudiaLopez @juanrobertovarg Pero pues la proxima vez que la alcaldesa monte en su movilidad sostenible a criticar a los clasistas que tienen carro en Bogota, no deberia tener un sequito de seguridad de vehiculos quemando gasolina tras ella.",3
287,"#AlAireEnLaFM Claudia Lopez, Alcaldesa de Bogota: ""lo que tenemos que lograr es judicializar los vandalos, la universidad Nacional se esta cayendo en vez de gastarnos la plata en mas policia hay que agrandar los cupos en las universidades publicas"" https://t.co/u7zLfQgB4e",4
288,Ahi tienen su nueva flota en todo su esplendor y a 2500 reconciliemonos con @TransMilenio? ¬°Por favor! ¬°No mas engaños!  https://t.co/UlhAhNm7ch,4
289,Tenga en cuenta: protestas en la avenida Caracas afectan la movilidad en Bogota https://t.co/EbvVDgg63n,3
290,Accidente entre dos buses de Transmilenio deja cuatro lesionados https://t.co/sdTZgevO9l,3
291,Pareja fue capturada por esconder drogas y 54 plantas de marihuana en su casa. https://t.co/T0Np4ASxvy https://t.co/vOVqwTpIk5,4
292,Es un hecho visto en Colombia y America Latina: la penalizacion del aborto en todos sus escenarios no reduce drasticamente los casos de abortos. Pero si aumenta drasticamente los casos de mujeres muertas en procedimientos clandestinos. Hoy se equivoca la Corte en su decision.,3
293,"Los habitantes del barrio¬†Villa Italia, ubicado en la comuna uno del municipio de Soacha, denuncian hechos de¬†inseguridad y consumo de drogas¬†a causa de mal manejo de los parqueaderos que en principio ¬†se encontraban‚https://t.co/oikW5blfdj",2
294,"@MAndreaNieto @ClaudiaLopez @TransMilenio @Bogota El problema de las frecuencias.. de no poder reducir sus tiempos... es que simplemente... NO caben mas buses pegados.... mire no mas, la mal llamada autopista norte en hora Pico... @TransMilenio es un desastre.. medio ineficiente al que @EnriquePenalosa nos condeno.",2
295,"Desmantelan ‚olla‚ en Valledupar, hombre fue capturado con droga cerca droga a un colegio https://t.co/LB738ZepjU",4
296,Desarticulan red delincuencial dedicada al hurto de autopartes de buses del SITP #NotiCentro1CMI https://t.co/vtZIDFfkvu,4
297,"Hasta ahora es medio dia y participe en las mujeres hablamos, fui a clase a la calle para hablar sobre violencia sexual y feminicidio, participe en el planton de la corte constitucional, comence un curso de argumentacion para el aborto. Marzo comenzo con toda.#LasMujeresNoParamos",4
298,"@CarlosCarrilloA @TransMilenio @TransMilenio es y sera el mejor sistema de transporte publico masivo en Bogota por los proximos 30 años  por eso hay que construir las troncales programadas, terminar la renovacion de la flota y acabar con la incultura ciudadana de colados, vendedores y ladrones.",4
299,"@ClaudiaLopez Señora alcaldesa, su idea de el uso racional (limitado) del carro particular me parece fantastica. Solo tiene un pequeño inconveniente, el sistema de transporte publico de esta ciudad es un asco. Inegiciente, Inseguro e indigno.",3
300,@SectorMovilidad @TransMilenio @BogotaTransito  Que sucede en la avenida paracas con calle 63? Llevamos 10 min detenidos y no se mueven los buses de TM,3
301,[Comunicado]: Mas de 1 millon de usuarios vulnerables continuaran con beneficios en el Sistema Integrado de Transporte Publico de Bogota. Todos los detalles aqui ‚ #MovilidadMeInforma https://t.co/jA5Mlxxpgk,5
302,#AlzaTransmilenioEs un robo a todos los ciudadanos!,2
303,"@TransMilenio El bus Z20-4090 del Sitp que cubre en este momento la ruta E60...por la Boyaca e ingresa a la Av Villas..es un completo peligro al volante, la gente le pide precaucion y no hace caso...por favor revisen los conductores que contratan.",2
304,(Imagenes) Marcha de recicladores se toma el norte de Bogota https://t.co/d238ZLrgvq,3
305,"""#Bogota produce en todo el año, lo que consume en año y medio, por eso es determinante la seguridad alimentaria a nivel regional"": @FernandoFlorezE en @ArribaBogota https://t.co/Os04J1CLRJ",4
306,"@QuinteroCalle Esas autodefensas no existen , eso es una autoamenaza para tratar de evitar que saquen a los terroristas de la universidad , protesten sin bombas y explosivos , cuando se cobija a terroristas de todos lados llueven criticas",2
307,"El estado de la violencia escolar en Bogota, un reto para papas, profesores, gobierno y sociedad civil en general, recomiendo esta revista y este tomo en particular @comunidadUPN‚Å© https://t.co/qO3fGjbjev",4
308,"Sin respeto e inseguros vivimos los #peatones en #Bogota.Todos los dias vehiculos convierten  #AndenesParaPeatones lugares de parqueo imposibilitando el transito libre y seguro del transeunte, y ante esto el silencio reina en la administración #ODS11 #NuevaAgendaUrbana https://t.co/U9h4k9T8iY",2
309,La norma dice que todo bus o transporte escolar debe llevar cinturon para cada uno de los pasajeros? Sera que estos vehiculos si la cumplen https://t.co/JPFgn8rbla,4
310,"Los Black Dragons y las Miss Dragons en Paris, en contra de la violencia de los cabezas rapadas en los 80. En su caso la motivacion era doble: las normas patriarcales se sumaban a la xenofobia que reinaba en las calles para aquellas mujeres negras‚",4
311,"Ni en mi puto barrio me salvo del acoso callejero y me di cuenta que me falta inspiracion para insultar a esos pirobos. Abro hilo de insultos chimbas para cuando las acosan en la calle, ayuden a esta pobre alma :(",2
312,"@Zocotroco3796 @EpicuroDeSamos_ caracter para encarar a un representante estudiantil que denuncia abusos del esmad, pero para frenar procesos como el tm por la 68 que? o el caracter solo es con los universitarios? no jodamos",3
313,"@PabloRo18360402 @vidaperraome @metrodemedellin @TransMilenio Pero es que ellos abusan de la autoridad, si el incremento de $2.500 es de seguridad o algo por estilo perfecto pero desde hace años no hay una estacion o portal seguro entonces para que quiere incrementar un pasaje sin ver resultados de años anteriores?",2
314,ONU hallo tres casos de violencia sexual con presunta implicacion de miembros del Ejercito https://t.co/Viauqj3R53,2
315,@hercasol Biennnnn @ClaudiaLopez  asi se hace O d Jan de apoyar vandalos o q los traten como delincuentes tambien No han visto como tiran bombas Molotov a los particulares a los buses? Encapuchados cual viles delincuentes malandros,2
316,"""desgraciadas muertes de menores de edad en bombardeos"" y ""muerte accidental del manifestante"". Se dan cuenta de que nadie en este caso tiene nombre? No son asesinatos, porque no son sus muertos, son NNs, son pobres. https://t.co/AVh58OZiRv",2
317,Abuelito logra desarmar a delincuente y frustra robo a bus de servicio publico https://t.co/vdIiszBux9 #mexico,5
318,"Queremos un nuevo contrato social para que cada quien pueda realizar sus sueños. Nuestro proposito es reducir todas las formas de pobreza y proteger a los mas vulnerables, especialmente a las mujeres, niños, niñas y jovenes. #ElPlanDeBogota https://t.co/Bb3f3FCSvn",5
319,"#SabiasQue puedes reportar los casos de maltrato, abuso, ciberacoso de niñas, niños y adolescentes a traves del canal 'Te Protejo' https://t.co/bZQXSq8NOT o la aplicacion movil.  Ponte #PilasEnLaVidaDigital https://t.co/WDTY47Ezvx https://t.co/XXFiIcp4Kp",5
320,"@petrogustavo Solo aumentar? O sea, para usted es poco importante que hayan criminales infiltrados en las universidades. Lo que hay que hacer es solicitar a los estudiantes que filtren este tipo de vandalos para que de esta manera su protesta no tenga ningun tipo de cuestionamientos.",2
321,"@personeriabta En Bogota el 6.67 % de venezolanos han sido victimas de acoso sexual, el 8% han sufrido casos de xenofobia. Por otro lado, se reportaron casos de explotacion laboral sin remuneracion y falta herramientas para contrarrestar esta problematica, asegura @personeriabta",2
322,"""Como le dices a una victima en caso de una agresion cuando su pareja es policia que la misma Policia la va a proteger"" Te esperamos en el lanzamiento de #ViolenciasInvisibles @pulzocol @LaOrejaRoja @LasParcerasCol #8M2020 https://t.co/ePHhygf81S",2
323,"@TransMilenio @SectorMovilidad No pues gracias y bien por ellos, y sigamos robando a los otros maricas que pagan bien costoso por un servicio a medias...",2
324,#LoultimoDelcajar  La Siempreviva: simbolo de lucha contra la violencia sexual hacia niñas y niños https://t.co/vPibn5zuFe  Cra. 1a. Calle 19A (Parque Germania) https://t.co/5Gg1b6FrTP,4
325,@petrogustavo El joven es un berraco porque protege a los vandalos que destruyen esta ciudad y quieren completar su periodo de Alcaldia en Bogota?,2
326,#NoEsHoraDeCallar | Youtuber colombiano es enviado a prision por presunto abuso a un niño. El menor de 8 años le confeso a su mama la agresion de la cual fue victima. Esto es lo que se conoce del caso ‚ https://t.co/Ztdi7uIk29 https://t.co/wIIO5z3UlF,2
327,"@Rasputhink Es racista, medio homofobica (mucho) y demas. Esta loca y le encanta armarme pelea a todo el mundo. La calle la abandono hace mucho.",2
328,"@bicilabco Tal cual sumerce lo sintetiza ""...es una sumatoria de acciones inseguras que provocaron una fatalidad."" pero mas grave aun, los que andan en cicla y en mi caso que ando en moto, debemos tener muy claro que las imprudencias ajenas nos afectaran siempre mas a nosotros.",3
329,"Con tanta violencia, y tantos casos de mujeres asesinadas por ex parejas que tambien maltrataron a otras de sus anteriores parejas, dan ganas como de que cada una escriba un review sobre la existencia o no de ese tipo de conductas y hagamos una base de datos pa identificar hptas",2
330,Son la misma foto desde el mismo lugar con el mismo celular y si enfocan bn cada detalle de esa foto se llevaran una sorpresa fiel seguidor de el #carteldelamega esto fue via bogota choachi a las 9:20 pm https://t.co/kPrPHYrFEd,2
331,Que belleza el @sitpbogota cometiendo una infraccion de transito en la cra 11 con calle 90 https://t.co/15FAXytric,2
332,"No hemos tenido alcaldes en Bogota que respeten la protesta social, NINGUNO.",2
333,Hace mucho no usaba audifonos por aquello de loa robos... hoy me atrevi a usar jajjajajajaja Estoy que me pongo a baila en el bus,4
334,@ClaudiaLopez @TransMilenio Alerta! Esos son bandidos organizados. Bloquearon varias cias,2
335,"Autoridades investigan presunto abuso sexual contra joven de 14 años. La menor de edad estaba desaparecida hace mas de un mes y habria sido abusada por un sujeto que vivia en su casa. Los detalles, via @Citytv. https://t.co/XkQiRoy9fx",2
336,#BOGOTA - Adolescentes y jovenes en conflicto con la ley se 'parcharon' Bogotrax https://t.co/LvVEgaX7tW,3
337,"Algo mas Peligroso que el #Coronavirus, @TransMilenio  Porqueria de servicio inseguro Costoso invadido de delicuentes vendedores ambulantes desordenado, lento, obsoleto",1
338,"En la feria de empleo de Madrid vi a todos los de el jardin,los de la escuela ,el colegio , el vecino de hace diez años , el que atendia la tienda del colegio, a la que le robe el celular en sexto JAJAJAJAJAJANAJA A TODO EL MUNDO Hasta a los marihuanos .",3
339,"@cboteromarino Intromision, tanto lo de la Policia, como lo del Esmad, es intromision. A caso esto no se analiza y se debate en democracia? Ademas llama ""asesinatos"" a muertes de menores en bombardeos, responsabilidad primigenia de reclutadores Puntada tras puntada, donde queda el Estado?",2
340,Nuevo caso de fleteo en Bogota: roban 100 millones de pesos https://t.co/D0htdSq033,2
341,"Los casos mas recientes de la banda ocurrieron en el municipio de Chia, en Kennedy y en Engativa. https://t.co/PUOzNByguK",3
342,Mas de 15.000 casos de violencia se registraron en Colombia en enero https://t.co/FFgc5LLtsJ via @rcnradio,2
343,#NoEsHoraDeCallar Una mujer fue victima de un caso de acoso sexual en un establecimiento comercial del sector del Portal 80.,2
344,Los campesinos de Losada Guayabero denuncian que helicoperos militares les estan disparando. El ejercito quema sus casas. Hay detenciones a campesinos. El Estado colombiano le declara la guerra a los campesinos.,2
345,@DavidEdavid01 @rcnradio Esooooo! Abajo con los policias voladores y abusivos. Entran a la universidad pero no es a estudiar,3
346,Linea 155 para que las mujeres puedan acceder a un servicio de orientacion frente a casos de violencia. #YoTeCuidoMujer https://t.co/K0HoeYE9k5,5
347,Pagaria usted 10% mas de manera voluntaria en sus impuestos para la seguridad de Bogota?,4
348,No les pasa que van como pasajeros en un Uber y temen cuando el conductor baja las ventanas porque sienten que en cualquier momento los van a robar ? :( @Bogota aiuda,2
349,"@ClaudiaLopez Esta  ciudad necesita una  alcaldesa de mano firme que entre a las universidades, para sacar a los violentos, no a los estudiantes, sino a los violentos. Los rectores de las universidades publicas no pueden permitir que el campus se convierta en un foco de terrorismo. @Citytv",3
350,"@ClaudiaLopez @TransMilenio La 26 esta sumamente bloqueada, llevamos parados ya 40 minutos",3
351,"@ClaudiaLopez @IvanDuque hasta cuando tenemos que aguantar los bogotanos que unos cuantos vandalos generen violencia y caos en nuestra ciudad, hasta cuando a miles de personas les toca bajarse del transmilenio a caminar por horas y ademas esos vandalos generan caos vehicular.",2
352,@CMILANOTICIA @udistrital Autonomia Universitaria en Bogota = Trinchera de delincuentes. @ClaudiaLopez,2
353,"#Enfrentado Pagamos con impuestos la Universidad Distrital para que vayan a estudiar, no a romper andenes, responde la alcaldesa Lopez a estudiantes que criticaron control del Esmad durante violentas protestas pasadas ‚ https://t.co/llazh6M2z7 https://t.co/iL3Pb78Uge",2
354,"Le doy la razon a Claudia Lopez, su idea de la no violencia es clara, los derechos humanos son vitales en este tipo de confrontaciones, pero la pregunta es por que llamar o que el ESMAD haga presencia en un sector tan privado como lo es una Universidad? https://t.co/RiAiTq67bP",3
355,En disturbios terminaron protestas de estudiantes en Soacha y en Bogota. https://t.co/9jBC98W3CV https://t.co/PbmI52nspw,3
356,"@Hail_Gu Para esta cuenta, la universidad publica se reduce a los capuchos cuanta plaga.",2
357,Lamentable! Hoy sacando a mi perrita unos tipos en moto que tienen azorado el barrio intentaron atracar a alguien en el parque! No lo lograron! No alcance a ver la placa! Estaba asustada y me toco esconderme detras de un arbol! Uno espera en la moto y el otro se baja a robar https://t.co/66YFllRUrg,2
358,"""Que nadie por un momento crea que se puede tomar un centimetro de una calle, de una universidad, usar violencia y no espere que haya un uso legitimo y proporcional de la fuerza"" dijo tambien Claudia en el CSU. Hasta tomarse una calle es violento para ella, ahi esta su protocolo.",3
359,"@petrogustavo No demora en decir que fue duque, en bogota estamos invadidos de delincuentes, corruptos, vandalos y la justicia no hace nada",2
360,"@KatherineVegaG @LoreBeltran A mi me atracaron en un bus, dure mucho tiempo traumatizada, me bajaba de los buses apenas veia muchachos con gorra o apariencia ""sospechosa"", (segun yo).",1
361,"@ClaudiaLopez @TransMilenio La paciencia es lo que se esta agotando ante injustificada laxitud para neutralizar criminales ataques de terrorismo organizado contra derechos de ciudadanos. Aplicar dureza de ley, no almibarados protocolos de complicidad.",2
362,Ojala la alcaldesa de Bogota que se hizo elegir vendiendose como la mas progresista y defensora de la justicia tome nota de esto y deje de escusar la represion del ESMAD. https://t.co/ZTaQKLbrtX,3
363,"No es justo que los trabajadores, estudiantes y personas de la tercera edad que usan trasmilenio sean los unicos afectados por las protestas en Bogota. No tiene sentido!",3
364,"@ClaudiaLopez @udistrital Cuando entenderan que a esos vandalos se les puede capturar y llevar ante la justicia,de cuando aca las universidades son sitios para esconder terroristas,alla debe entrar la fuerza publica por ellos",3
365,Las Partes bajas de los puentes focos de inseguridad  en Bogota.,2
366,"Hay un hijueputa que lleva como 10 años en la universidad y es disque ""el representante estudiantil"" que punto asco.",1
367,7 consejos para evitar el ataque de un perro encima de una bicicleta https://t.co/audP6MGXCd via @Ruedasgordas,2
368,"1. Me encantaria verlos rechazando a los vandalos como lo hacen con el ESMAD. Son de una hipocresia, de una indignacion selectiva.
2. TM no se paga solo, querido. 
3. Los $100 del pasaje son violentos, pero con los encapuchados  https://t.co/teiblTYXj5",3
369,"#LasMasLeidas  Un exmilitar mato a un ladron despues de una riña que se presento dentro de un bus de transporte, el cual cubria la via Bucaramanga-Rionegro  ‚ https://t.co/dfDxUBCxug https://t.co/M7uAsIiq7G",2
370,"El Director del #PoliticaCriminal afirmo que con programas como #CasaLibertad, el #MinJusticia busca disminuir la reincidencia delictiva en personas condenadas y la afectacion que les causa la prision al retornar a la libertad.",4
371,"@AdrianaLucia En la zona rural que las farc ataco, extorsiono y violo? Cuando esa guerrilla citaba para extorsionar, en la zona rural que fue rescatada, y si no se cumplia lo minimo que pasaba era un secuestro? En esa zona rural donde se vivia con miedo por los fusiles de las farc?",2
372,Llevo una hora en un transmilenio que no se mueve. Esto es el colmo.,3
373,Trataron de robarse una niña de tres años en Bogota y su hermanita de cinco años pidio auxilio y ayudo a su mama quien se aferro a su hijita para que el criminal no se la robara. Ah maldito pais,2
374,Continua la inseguridad! Se registro otro robo en un bus del SITP en el norte de Bogota. Unos delincuentes que llevaban cuchillos hurtaron las pertenencias de 7 personas. El hecho fue registrado por el noctambulo de #ArribaBogota https://t.co/s7ehYlMfhh,2
375,"Afectaciones? Sean serios!!! Los estudiantes del doleful de los colegios de la calera duraron mas de 4 horas en un bus y el norte de Bogota colapso. Llevo viviendo aqui 20 años, esto no me habia tocado. Manejar anoche fue sobrevivir a una guerra!!! https://t.co/cniTzxjhtV",2
376,"Señor Peñalosa, usted ya tuvo su tiempo en la Alcaldia, no fue mucho lo que hizo, mas bien gasto mucho dinero en publicidad y otros, por favor, deje trabajar a la nueva alcaldesa, necesitamos transporte moderno y agil, de acuerdo a los espacios, TM por la 7a. no, no cabe. https://t.co/jPCbkK4onG",3
377,"@IvanCepedaCast @ONUHumanRights Claro, la idea suya es entonces proteger a los delincuentes que encapuchados se camuflan en las universidades publicas para atacar a la ciudadania y a la policia. Cual es su extraño interes de limitar la accion del smad. Populismo pro delincuentes. Despierta Colombia. HE DICHO.",2
378,"@Pirateque @ranoguera #CampañaPorLaVerdad ""El Juzgado 13 Civil del Circuito de Bogota ordeno al Movimiento de Victimas de Crimenes de Estado (Movice) eliminar en un lapso de 48 horas la imagen conocida como Quien dio la orden? de murales, redes sociales, y medios de comunicacion hablados o escritos.",2
379,"@CodensaEnergia @Alejo33lozano El caso es publico. Por que no responder publicamente a la ciudadania con un plan urgente que evite los cortes y no contribuya a la inseguridad en ese barrio? No es su responsabilidad social, Codensa?",2
380,"@DanielaOspina_ @VillalbaToquica @zrss1993 Que consejo tan ridiculo, que la victima tenga que desplazarse (revictimizarse). Asi seria la montadera que llego a reaccionar con violencia y el colegio la castiga a ella. Somos crueles y tenemos el sentido de justicia en las patas. Somos un puto desastre en este pais!",2
381,"En un hecho insolito, el M19 irrumpio en la sede diplomatica de Republica Dominicana en Bogota y secuestro, durante dos meses, a 16 embajadores y una treintena de civiles. 40 años despues, recordamos sus efectos en el pais #TomaDeLaEmbajada  https://t.co/nPHPCaszjt https://t.co/WvCiaarMaA",3
382,"Me gusta que los alcaldes y alcaldesas, se amarren los pantalones frente a los encapuchados que usan las universidades para preparar bombas, para agredir y provocar desordenes. Ojala los rectores y profesores de esas universidades, tambien condenen a los violentos encapuchados.",4
383,"@TransMilenio voy en un articulado y llevamos mas de 30 minutos en el sector de patio bonito y esto no se mueve, me pueden informar que sucede, mil gracias",3
384,@PoliciaColombia @PoliciaBogota ojo CRA 10 entre calles 6 y 1 presencia de ladrones,2
385,@ClaudiaLopez @TransMilenio Q los estudiantes protesten n paz es perfectamente razonable y aceptado. Pero cuando se encapuchan para ocultar su identidad estan anunciando a gritos su deseo de violencia y vandalizacion. Hasta cuando se les va a permitir a estudiantes o instigadores a encapucharse?? Actue!!,3
386,"@CarlosFGalan @ClaudiaLopez Apoyo a la alcaldesa, no mas violencia, delincuencia y vandalismo, en las universidades. Mano dura con estos  hampones.",3
387,"@Licendafo @ClaudiaLopez Si lee, al inicio digo que bien, le cuestiono es que cuando no era alcaldesa no le temblaba la mano para repudiar los actos de la fuerza publica, la semana pasada atacaron cobardemente a 50 mujeres en el parque nacional y lo unico que hizo fue pedir perdon en un tweet.",3
388,"El otro dia iban a robar en el transmilenio donde yo venia y el conductor al darse cuenta, freno en seco.  Casi me parto la nariz y la frente con ese frenon tan hp, pero lograron evitar el robo y eso es lo que importo...creo https://t.co/ddsPdvbMuo",3
389,"Colegio gimnasio moderno, con niños menores de 5 años, atacado con lacrimogenos intencional e innecesariamente por ordenes de la alcaldia @France24_es  @nytimeses @dw_espanol  @CNNEE @ReutersLatam @EFEnoticias @elpais_inter @bbcmundo @eldiarioes @eldia @AFPespanol @AP_Noticias https://t.co/rfgSUAPlyr",2
390,Lo que para una mujer iba a ser una simple consulta de rutina en una sucursal de telefonia en Bogota termino siendo un caso de abuso y violacion a su intimidad. https://t.co/9F0dKxg8p4,2
391,Nueva jornada de marchas avanzo en paz en Bogota https://t.co/69vowxdQjF https://t.co/Z7Q4J9xhQN,4
392,@Citytv Caso de facil prevencion pies si pasaran a hacer requisas y quitar las de fuego y blancas en todo el pais revisando antecedentes por huella digital se evitarian muertes y heridos a diario en atracos y riñas @FiscaliaCol @PoliciaColombia @SeguridadBOG @lafm,4
393,"@colombi88700044 @jsalazar422 Si sus padres, no la educan, le corresponde a la sociedad hacerlo. Duro, pero es una medida que evitara crear delincuentes, como sucede en Colombia, en los antros llamados Universidades Publicas.",3
394,"@CathyJuvinao Yo me pronuncio! Los delincuentes uniformados que ordenaron a otros uniformados a asesinar inocentes para hacerlos pasar como guerrilleros merecen que les caiga todo el peso de la ley. No al ABORTO, en ningun caso...!",2
395,"Sandri Lizeth Guerrero tenia 20 años y vivia en Medellin. Su ex pareja la tenia amenazada desde hace un tiempo y la asesino con un arma blanca, el cuerpo fue encontrado en su casa. Octubre, 2019. #2MNosotrasHablamos",2
396,"No olvidemos el caso de una mujer en Cali quien su expareja no acepto que terminaran su relacion, a pesar de que pidio ayuda policial fue atacada a pocas cuadras de donde vivia una de sus hijas. El caso esta en la impunidad #2MNosotrasHablamos",2
397,En Vivo: Atraco de bus de Sitp en Usaquen y otras noticias con las que amanece el dia. #ArribaBogota #AlAire https://t.co/NmmRA4Josq https://t.co/yoZ3bteXh8,2
398,En Colombia son mas peligrosos los policias corruptos que extorsionan comerciantes que el Coronavirus. Pero en este caso la policia y las autoridades guardan silencia al igual que otros medios de comunicacion diferentes de noticias uno.,2
399,"@BallesterosLeo @Citytv @ArribaBogota @ELTIEMPO El pasado martes me robaron a mi tambien en la calle 6 con cra 9na en el SITP 14-4 Laches, donde forzaron la puerta desde afuera y se subieron al bus, el. Caso fue atendido por el CAI de las cruces sin exito de capturas.",2
400,"@KikePrivatiza @LuisErnestoGL Ese es el pan de cada dia. Ellos saben donde estan las ollas de droga, los deshuzaderos de celulares, bicicletas, vehiculos, amanecederos sin papeles, etc. Viven del ""rebusque"" en medio de una crisis total de inseguridad a todo nivel.",2
401,@julian_gs21 Anoche encañonaron a un familiar por el celular cerca a la casa y a un Primo se lo robaron hace ocho dias tambien dos manes en moto armados,2
402,"En universidades de otras latitudes, la policia como fuerza armada civil tiene el derecho de entrar a los campus sin problema y tiene alianza con las fuerzas de seguridad propias de cada universidad.",3
403,@Lbaini Ladron de bicicletas https://t.co/qKfC6FRoGk,2
404,Contundente respuesta. La alcaldesa Claudia Lopez condeno la violencia de vandalos que se infiltraron en las movilizaciones de la Universidad Distrital ‚https://t.co/QoDYylc8Hh,4
405,"@elespectador Y donde estan las medidas anticolados, el control a vendedores , los pervertidos que hacen de las suyas, los atracos permanentes en los buses, la falta de regularidad en las rutas, Piensen cabezaduras no salgan con propuestas ridiculas a despilfarrar los recursos en ñoñadas..!!",3
406,"@danielalozanocu La violencia va mas alla de las armas artesanales, esta en la opresion, en la falta de oportunidades, en la imposibilidad de movilidad social, pero claro, aca lo indignante es como rompen el anden. Si cuando trataron de hablar manera pacifica no se les escucho, que se callen pues",2
407,"Entre 2016 y 2019 la Administracion Distrital, en cabeza de Peñalosa, fomento las actividades taurinas en Bogota: flexibilizo las condiciones contractuales, hizo un uso excesivo de seguridad y fue laxo frente al consumo e ingreso de alcohol a la plaza #BogotaSinToreo https://t.co/EOFyI62ze6",2
